3.33949,225.84297633171082,10,0.1
3.74602,228.0668923854828,10,0.2
3.76891,229.94553923606873,10,0.3
3.5176,215.73944520950317,10,0.4
3.77206,230.4054102897644,10,0.5
3.5483,217.81014108657837,10,0.6
3.74529,228.4530167579651,10,0.7
4.00816,242.5102276802063,10,0.8
4.12739,248.44964957237244,10,0.9
2.84127,179.81009483337402,15,0.1
4.02349,244.19204998016357,15,0.2
3.57476,219.43798899650574,15,0.3
3.82654,233.41199707984924,15,0.4
4.11229,248.89667963981628,15,0.5
3.62866,221.96689224243164,15,0.6
3.87958,236.0388150215149,15,0.7
3.83532,233.04823994636536,15,0.8
3.91918,238.2515630722046,15,0.9
3.02006,188.78143501281738,20,0.1
3.36109,208.1953043937683,20,0.2
3.53696,217.23236846923828,20,0.3
3.46556,213.74893975257874,20,0.4
3.86987,237.12995100021362,20,0.5
3.95055,241.5618815422058,20,0.6
3.93423,239.3912160396576,20,0.7
3.92213,239.32660365104675,20,0.8
4.05228,245.09340357780457,20,0.9
3.28818,205.22834730148315,25,0.1
3.28185,204.4193344116211,25,0.2
3.81829,234.49641108512878,25,0.3
3.44633,213.1376814842224,25,0.4
3.74983,230.30574774742126,25,0.5
3.80034,232.32903718948364,25,0.6
4.00478,243.78525257110596,25,0.7
4.20238,254.37512850761414,25,0.8
4.167,252.42630863189697,25,0.9
3.55241,219.57326793670654,35,0.1
3.7303,228.98328828811646,35,0.2
3.81079,234.05744218826294,35,0.3
3.4843,214.74541664123535,35,0.4
3.73937,230.02188539505005,35,0.5
3.6783,225.89614367485046,35,0.6
4.03937,246.31100726127625,35,0.7
3.84186,242.36014223098755,35,0.8
4.19108,296.9589309692383,35,0.9
3.53904,272.78036975860596,40,0.1
3.55979,294.9910695552826,40,0.2
3.66489,316.2196457386017,40,0.3
3.86011,334.14447021484375,40,0.4
3.92991,351.079980134964,40,0.5
3.85989,374.7759006023407,40,0.6
4.19562,379.0477685928345,40,0.7
3.86792,358.0712249279022,40,0.8
4.19383,385.12153720855713,40,0.9
