8.31836,528.1368999481201,10,0.1
9.03105,520.5297429561615,10,0.2
9.12559,527.4427766799927,10,0.3
9.81803,563.2031235694885,10,0.4
10.41005,596.590970993042,10,0.5
10.67695,609.1821894645691,10,0.6
10.87835,620.1856560707092,10,0.7
11.02448,625.4601669311523,10,0.8
12.09147,682.2376556396484,10,0.9
8.65352,499.85359168052673,15,0.1
8.67675,501.23593950271606,15,0.2
9.37366,536.7979519367218,15,0.3
9.60308,552.8358354568481,15,0.4
10.13999,582.4029269218445,15,0.5
10.45619,600.0886297225952,15,0.6
11.03025,627.1841115951538,15,0.7
12.05357,679.6420686244965,15,0.8
12.18456,684.1233558654785,15,0.9
8.24428,479.3215253353119,20,0.1
8.77709,507.0360767841339,20,0.2
9.13026,526.6070590019226,20,0.3
10.17033,582.0487370491028,20,0.4
9.89111,568.3465695381165,20,0.5
10.37057,593.082525730133,20,0.6
10.90353,621.008074760437,20,0.7
12.03,678.0971002578735,20,0.8
12.38535,693.9882500171661,20,0.9
7.97578,462.9172897338867,25,0.1
9.21065,529.6136898994446,25,0.2
9.17043,526.9274351596832,25,0.3
9.51573,545.2007491588593,25,0.4
10.14962,579.8051781654358,25,0.5
10.64375,606.9130690097809,25,0.6
10.78332,613.1174952983856,25,0.7
11.67894,659.8844556808472,25,0.8
12.06629,887.0120615959167,25,0.9
7.94688,2385.609108686447,35,0.1
9.00264,2779.3266665935516,35,0.2
8.87193,2742.0701389312744,35,0.3
9.67766,2972.3479351997375,35,0.4
10.45228,3209.0615763664246,35,0.5
9.87442,2994.714629650116,35,0.6
10.77521,3034.791130542755,35,0.7
11.56118,3413.1784505844116,35,0.8
12.11785,3594.983489751816,35,0.9
7.39553,2328.064523458481,40,0.1
9.04318,2789.7437624931335,40,0.2
9.36607,2885.1649103164673,40,0.3
9.36187,2889.0158610343933,40,0.4
9.82308,3013.2400598526,40,0.5
10.23806,3136.45196723938,40,0.6
10.70013,3265.145404815674,40,0.7
11.51522,3413.426233291626,40,0.8
11.85935,3560.7415392398834,40,0.9
