7.01061,449.6725242137909,10,0.1
7.96748,461.61640429496765,10,0.2
8.59729,494.18547916412354,10,0.3
8.8196,509.9638195037842,10,0.4
8.76138,507.8724322319031,10,0.5
9.13913,526.990282535553,10,0.6
9.04549,523.0776393413544,10,0.7
8.76119,509.01143860816956,10,0.8
8.04263,470.81772685050964,10,0.9
6.6471,392.8094174861908,15,0.1
7.96384,464.6060571670532,15,0.2
8.42238,487.8591823577881,15,0.3
9.03249,522.258368730545,15,0.4
9.11049,526.7157065868378,15,0.5
9.17647,530.8638069629669,15,0.6
9.07583,526.0459024906158,15,0.7
9.0025,523.570677280426,15,0.8
8.58732,501.34831142425537,15,0.9
6.78698,400.595370054245,20,0.1
7.96512,463.3190710544586,20,0.2
8.76003,567.1563000679016,20,0.3
8.95904,667.093065738678,20,0.4
9.04997,765.7473731040955,20,0.5
9.35379,823.5225186347961,20,0.6
9.43128,812.9329195022583,20,0.7
9.26856,534.9078488349915,20,0.8
8.84092,514.0577747821808,20,0.9
6.48726,383.59174728393555,25,0.1
7.84845,455.61892652511597,25,0.2
8.52099,491.90031838417053,25,0.3
9.09561,524.2932662963867,25,0.4
9.03661,520.8431150913239,25,0.5
9.48785,545.8984117507935,25,0.6
9.48738,545.6948807239532,25,0.7
9.52831,549.7929468154907,25,0.8
8.72545,507.01129484176636,25,0.9
6.40476,379.48562002182007,35,0.1
7.9268,460.49390292167664,35,0.2
8.63492,499.97629380226135,35,0.3
9.00439,518.6770803928375,35,0.4
9.45939,545.564975976944,35,0.5
9.60798,554.8537704944611,35,0.6
9.71081,559.7226617336273,35,0.7
9.89002,568.7930197715759,35,0.8
9.59306,554.3794431686401,35,0.9
6.37989,378.7716648578644,40,0.1
7.48001,437.2282135486603,40,0.2
8.50144,490.0665588378906,40,0.3
8.69798,503.5302927494049,40,0.4
9.31045,535.4255471229553,40,0.5
9.62967,554.3467786312103,40,0.6
9.81441,564.3414661884308,40,0.7
10.06032,577.9544303417206,40,0.8
9.76058,562.537828207016,40,0.9
